ID,Word,Lemma,Pos,(Extra),Features,HeadPosition,Relation,_,EverythingElse
1082,/,/,PUNCT,_,_,1083,appos,_,@vev1963m-words#@vev1963m#354.26#354.538
1083,Верник,Верник,PROPN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,1084,appos,_,@vev1963m-words#@vev1963m#354.538#354.816
1084,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,1090,mark,_,@vev1963m-words#@vev1963m#354.816#355.094
1085,есть,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,1086,fixed,_,@vev1963m-words#@vev1963m#355.094#355.372
1086,у,у,ADP,_,_,1089,case,_,@vev1963m-words#@vev1963m#355.372#355.65
1087,вас,вы,PRON,_,Case=Gen|Number=Plur|Person=2,1090,obl,_,@vev1963m-words#@vev1963m#355.65#355.928
1088,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1076,conj,_,@vev1963m-words#@vev1963m#355.928#356.206
1089,одна,один,DET,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,1092,amod,_,@vev1963m-words#@vev1963m#356.206#356.484
1090,гримерка,гримерка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,1090,nsubj,_,@vev1963m-words#@vev1963m#356.484#356.762
1091,на,на,ADP,_,_,1094,case,_,@vev1963m-words#@vev1963m#356.762#357.04
1092,двоих,двое,NUM,_,Animacy=Anim|Case=Acc,1092,nummod:gov,_,@vev1963m-words#@vev1963m#357.04#357.339
1093,[нрзб],_,X,_,_,1097,punct,_,@vev1963m-words#@vev1963m#360.41#361.57
1094,[нрзб],_,X,_,_,1097,punct,_,@vev1963m-words#@vev1963m#364.01#364.575
1095,фотографировалась,фотографироваться,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,1094,conj,_,@vev1963m-words#@vev1963m#364.575#365.14
1096,а,а,CCONJ,_,_,1100,cc,_,@vev1963m-words#@vev1963m#374.52#374.617
1097,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1100,nsubj,_,@vev1963m-words#@vev1963m#374.617#374.714
1098,помню,помнить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1097,conj,_,@vev1963m-words#@vev1963m#374.714#374.811
1099,как-то,как-то,ADV,_,Degree=Pos,1100,advmod,_,@vev1963m-words#@vev1963m#374.811#374.908
1100,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,1116,nsubj,_,@vev1963m-words#@vev1963m#374.908#375.005
1101,с,с,ADP,_,_,1104,case,_,@vev1963m-words#@vev1963m#375.005#375.102
1102,тобой,ты,PRON,_,Case=Ins|Number=Sing|Person=2,1116,obl,_,@vev1963m-words#@vev1963m#375.102#375.199
1103,на,на,ADP,_,_,1106,case,_,@vev1963m-words#@vev1963m#375.199#375.296
1104,полу,пол,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1116,obl,_,@vev1963m-words#@vev1963m#375.296#375.393
1105,/,/,PUNCT,_,_,1110,punct,_,@vev1963m-words#@vev1963m#375.393#375.49
1106,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1110,nsubj,_,@vev1963m-words#@vev1963m#375.49#375.587
1107,не,не,PART,_,_,1110,advmod,_,@vev1963m-words#@vev1963m#375.587#375.684
1108,понимаю,понимать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1116,parataxis,_,@vev1963m-words#@vev1963m#375.684#375.781
1109,почему,почему,ADV,_,Degree=Pos,1116,advmod,_,@vev1963m-words#@vev1963m#375.781#375.89
1110,почему,почему,ADV,_,Degree=Pos,1116,parataxis,_,@vev1963m-words#@vev1963m#375.98#376.169
1111,/,/,PUNCT,_,_,1112,punct,_,@vev1963m-words#@vev1963m#376.169#376.358
1112,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1116,nsubj,_,@vev1963m-words#@vev1963m#376.358#376.547
1113,не,не,PART,_,_,1116,advmod,_,@vev1963m-words#@vev1963m#376.547#376.736
1114,понимаю,понимать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1100,ccomp,_,@vev1963m-words#@vev1963m#376.736#376.925
1115,/,/,PUNCT,_,_,1116,punct,_,@vev1963m-words#@vev1963m#376.925#377.114
1116,вот,вот,PART,_,_,1116,advmod,_,@vev1963m-words#@vev1963m#377.114#377.303
1117,почему-то,почему-то,ADV,_,Degree=Pos,1116,advmod,_,@vev1963m-words#@vev1963m#377.303#377.492
1118,на,на,ADP,_,_,1121,case,_,@vev1963m-words#@vev1963m#377.492#377.681
1119,полу,пол,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1116,obl,_,@vev1963m-words#@vev1963m#377.681#377.87
1120,на,на,ADP,_,_,1123,case,_,@vev1963m-words#@vev1963m#378.02#378.237
1121,полу,пол,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1116,obl,_,@vev1963m-words#@vev1963m#378.237#378.454
1122,сидели,сидеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,1116,obj,_,@vev1963m-words#@vev1963m#378.454#378.671
1123,в,в,ADP,_,_,1127,case,_,@vev1963m-words#@vev1963m#378.671#378.888
1124,художественном,художественный,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,1127,amod,_,@vev1963m-words#@vev1963m#378.888#379.105
1125,театре,театр,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1124,obl,_,@vev1963m-words#@vev1963m#379.105#379.322
1126,и,и,CCONJ,_,_,1129,cc,_,@vev1963m-words#@vev1963m#379.322#379.539
1127,говорили,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,1116,conj,_,@vev1963m-words#@vev1963m#379.539#379.756
1128,/,/,PUNCT,_,_,1131,punct,_,@vev1963m-words#@vev1963m#379.756#379.973
1129,вот,вот,PART,_,_,1134,parataxis,_,@vev1963m-words#@vev1963m#379.973#380.19
1130,/,/,PUNCT,_,_,1134,punct,_,@vev1963m-words#@vev1963m#380.19#380.407
1131,про,про,ADP,_,_,1134,case,_,@vev1963m-words#@vev1963m#380.407#380.624
1132,Раневскую,Раневская,PROPN,_,Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing,1129,ccomp,_,@vev1963m-words#@vev1963m#380.624#380.841
1133,/,/,PUNCT,_,_,1138,punct,_,@vev1963m-words#@vev1963m#380.841#381.058
1134,как,как,SCONJ,_,_,1138,mark,_,@vev1963m-words#@vev1963m#381.058#381.275
1135,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,1138,nsubj,_,@vev1963m-words#@vev1963m#381.275#381.492
1136,будет,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,1134,orphan,_,@vev1963m-words#@vev1963m#381.492#381.709
1137,/,/,PUNCT,_,_,1143,punct,_,@vev1963m-words#@vev1963m#381.709#381.926
1138,когда,когда,SCONJ,_,_,1143,mark,_,@vev1963m-words#@vev1963m#381.926#382.143
1139,еще,еще,ADV,_,Degree=Pos,1143,advmod,_,@vev1963m-words#@vev1963m#382.143#382.36
1140,не,не,PART,_,_,1143,advmod,_,@vev1963m-words#@vev1963m#382.36#382.577
1141,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1138,advcl,_,@vev1963m-words#@vev1963m#382.577#382.794
1142,роли,роль,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,1143,nsubj,_,@vev1963m-words#@vev1963m#382.794#383.03
1143,на,на,ADP,_,_,1146,case,_,@vev1963m-words#@vev1963m#383.73#383.959
1144,полу,пол,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1144,nmod,_,@vev1963m-words#@vev1963m#383.959#384.188
1145,/,/,PUNCT,_,_,1151,punct,_,@vev1963m-words#@vev1963m#384.188#384.417
1146,вот,вот,PART,_,_,1149,advmod,_,@vev1963m-words#@vev1963m#384.417#384.646
1147,почему-то,почему-то,ADV,_,Degree=Pos,1151,advmod,_,@vev1963m-words#@vev1963m#384.646#384.875
1148,на,на,ADP,_,_,1151,case,_,@vev1963m-words#@vev1963m#384.875#385.104
1149,полу,пол,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1143,obl,_,@vev1963m-words#@vev1963m#385.104#385.333
1150,/,/,PUNCT,_,_,1156,punct,_,@vev1963m-words#@vev1963m#385.333#385.562
1151,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,1156,nsubj,_,@vev1963m-words#@vev1963m#385.562#385.791
1152,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1156,cop,_,@vev1963m-words#@vev1963m#385.791#386.02
1153,за,за,ADP,_,_,1156,case,_,@vev1963m-words#@vev1963m#386.02#386.249
1154,кулисами,кулиса,NOUN,_,Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur,1143,obl,_,@vev1963m-words#@vev1963m#386.249#386.486
1155,а,а,CCONJ,_,_,1159,cc,_,@vev1963m-words#@vev1963m#387.01#387.125
1156,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1159,nsubj,_,@vev1963m-words#@vev1963m#387.125#387.24
1157,знаешь,знать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,1143,conj,_,@vev1963m-words#@vev1963m#387.24#387.355
1158,/,/,PUNCT,_,_,1159,punct,_,@vev1963m-words#@vev1963m#387.355#387.47
1159,телевизионным,телевизионный,ADJ,_,Case=Ins|Degree=Pos|Gender=Masc|Number=Sing,1162,amod,_,@vev1963m-words#@vev1963m#387.47#387.585
1160,взглядом,взгляд,NOUN,_,Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing,1159,obl,_,@vev1963m-words#@vev1963m#387.585#387.7
1161,даже,даже,ADV,_,Degree=Pos,1164,advmod,_,@vev1963m-words#@vev1963m#387.7#387.815
1162,думаю,думать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1159,xcomp,_,@vev1963m-words#@vev1963m#387.815#387.93
1163,/,/,PUNCT,_,_,1173,punct,_,@vev1963m-words#@vev1963m#387.93#388.045
1164,где,где,ADV,_,Degree=Pos,1173,advmod,_,@vev1963m-words#@vev1963m#388.045#388.16
1165,камера,камера,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,1173,nsubj,_,@vev1963m-words#@vev1963m#388.16#388.275
1166,/,/,PUNCT,_,_,1167,punct,_,@vev1963m-words#@vev1963m#388.275#388.39
1167,почему,почему,ADV,_,Degree=Pos,1173,advmod,_,@vev1963m-words#@vev1963m#388.39#388.505
1168,это,этот,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,1173,expl,_,@vev1963m-words#@vev1963m#388.505#388.62
1169,камера,камера,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,1173,nsubj,_,@vev1963m-words#@vev1963m#388.62#388.735
1170,не,не,PART,_,_,1173,advmod,_,@vev1963m-words#@vev1963m#388.735#388.85
1171,снимает,снимать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,1164,ccomp,_,@vev1963m-words#@vev1963m#388.85#388.98
1172,да,да,PART,_,_,1173,advmod,_,@vev1963m-words#@vev1963m#391.61#391.68
1173,/,/,PUNCT,_,_,1177,punct,_,@vev1963m-words#@vev1963m#391.68#391.75
1174,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1177,nsubj,_,@vev1963m-words#@vev1963m#391.75#391.82
1175,могу,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1173,parataxis,_,@vev1963m-words#@vev1963m#391.82#391.89
1176,а,а,CCONJ,_,_,1182,cc,_,@vev1963m-words#@vev1963m#395.1#395.313
1177,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,1182,nsubj,_,@vev1963m-words#@vev1963m#395.313#395.526
1178,ведь,ведь,PART,_,_,1182,advmod,_,@vev1963m-words#@vev1963m#395.526#395.739
1179,тебе,ты,PRON,_,Case=Dat|Number=Sing|Person=2,1183,iobj,_,@vev1963m-words#@vev1963m#395.739#395.952
1180,могу,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,1177,conj,_,@vev1963m-words#@vev1963m#395.952#396.165
1181,помочь,помочь,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,1182,xcomp,_,@vev1963m-words#@vev1963m#396.165#396.38
1182,[нрзб],[нрзб],X,_,_,1185,punct,_,@vev1963m-words#@vev1963m#396.93#397.03
1183,мемуарах,мемуары,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur,1183,obl,_,@vev1963m-words#@vev1963m#397.03#397.13
1184,#смеется#,_,X,_,_,1185,nmod,_,@vev1963m-words#@vev1963m#403.08#403.78
1185,да,да,PART,_,_,1195,advmod,_,@vev1963m-words#@vev1963m#407.597#407.813
1186,?,?,PUNCT,_,_,1187,punct,_,@vev1963m-words#@vev1963m#407.813#408.029
1187,хорошо,хороший,ADJ,_,Degree=Pos,1190,advmod,_,@vev1963m-words#@vev1963m#408.029#408.246
1188,да,да,PART,_,_,1191,advmod,_,@vev1963m-words#@vev1963m#442.31#442.616
1189,подожди,подождать,VERB,_,Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act,1196,advcl,_,@vev1963m-words#@vev1963m#442.616#442.922
1190,с,с,ADP,_,_,1193,case,_,@vev1963m-words#@vev1963m#442.922#443.228
1191,микрофоны,микрофон,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,1191,obl,_,@vev1963m-words#@vev1963m#443.228#443.534
1192,/,/,PUNCT,_,_,1191,punct,_,@vev1963m-words#@vev1963m#443.534#443.84
1193,можно,можно,ADV,_,Degree=Pos,1185,acl:relcl,_,@vev1963m-words#@vev1963m#443.84#444.146
1194,повесить,вешать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,1195,csubj,_,@vev1963m-words#@vev1963m#444.146#444.452
1195,один,один,NUM,_,Animacy=Inan|Case=Acc|Gender=Masc,1198,nummod:gov,_,@vev1963m-words#@vev1963m#444.452#444.758
1196,микрофон,микрофон,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,1196,obj,_,@vev1963m-words#@vev1963m#444.758#445.064
1197,/,/,PUNCT,_,_,1201,punct,_,@vev1963m-words#@vev1963m#445.064#445.37
1198,другой,другой,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,1201,amod,_,@vev1963m-words#@vev1963m#445.37#445.676
1199,микрофон,микрофон,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,1198,nmod,_,@vev1963m-words#@vev1963m#445.676#445.982
1200,/,/,PUNCT,_,_,1203,punct,_,@vev1963m-words#@vev1963m#445.982#446.288
1201,сверху,сверху,ADV,_,Degree=Pos,1201,advmod,_,@vev1963m-words#@vev1963m#446.288#446.594
1202,микрофон,микрофон,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,1203,nsubj,_,@vev1963m-words#@vev1963m#446.594#446.91
1203,а,а,CCONJ,_,_,1209,cc,_,@vev1963m-words#@vev1963m#449.44#449.624
1204,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,1209,nsubj,_,@vev1963m-words#@vev1963m#449.624#449.808
1205,себя,себя,PRON,_,Case=Acc,1209,obj,_,@vev1963m-words#@vev1963m#449.808#449.992
1206,не,не,PART,_,_,1209,advmod,_,@vev1963m-words#@vev1963m#449.992#450.176
1207,чувствуешь,чувствовать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,1201,conj,_,@vev1963m-words#@vev1963m#450.176#450.36
1208,тогда,тогда,ADV,_,Degree=Pos,1209,advmod,_,@vev1963m-words#@vev1963m#450.36#450.544
1209,/,/,PUNCT,_,_,1221,punct,_,@vev1963m-words#@vev1963m#450.544#450.728
1210,или,или,CCONJ,_,_,1221,cc,_,@vev1963m-words#@vev1963m#450.728#450.912
1211,что,что,DET,_,_,1221,nsubj,_,@vev1963m-words#@vev1963m#450.912#451.096
1212,?,?,PUNCT,_,_,1213,punct,_,@vev1963m-words#@vev1963m#451.096#451.28
1213,ну,ну,PART,_,_,1221,parataxis,_,@vev1963m-words#@vev1963m#460.04#460.43
1214,[нрзб],_,X,_,_,1215,punct,_,@vev1963m-words#@vev1963m#464.74#465.28
1215,себя,себя,PRON,_,Case=Acc,1221,obj,_,@vev1963m-words#@vev1963m#476.59#476.98
1216,#смеётся#,_,X,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,1217,nmod,_,@vev1963m-words#@vev1963m#486.95#487.43
1217,Бондарчук,Бондарчук,PROPN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,1218,appos,_,@vev1963m-words#@vev1963m#561.659#562.125
1218,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,1221,nsubj,_,@vev1963m-words#@vev1963m#562.204#562.502
1219,учился,учиться,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,1209,conj,_,@vev1963m-words#@vev1963m#562.502#562.8
1220,на,на,ADP,_,_,1223,case,_,@vev1963m-words#@vev1963m#562.8#563.098
1221,актёрском,актёрский,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,1221,obl,_,@vev1963m-words#@vev1963m#563.098#563.397
1222,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,1231,nsubj,_,@vev1963m-words#@vev1963m#563.579#563.912
1223,на,на,ADP,_,_,1227,case,_,@vev1963m-words#@vev1963m#563.912#564.245
1224,режиссерском,режиссерский,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,1227,amod,_,@vev1963m-words#@vev1963m#564.245#564.579
1225,да,да,CCONJ,_,_,1231,cc,_,@vev1963m-words#@vev1963m#566.318#566.484
1226,/,/,PUNCT,_,_,1231,punct,_,@vev1963m-words#@vev1963m#566.484#566.65
1227,и,и,CCONJ,_,_,1231,cc,_,@vev1963m-words#@vev1963m#566.65#566.816
1228,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,1231,nsubj,_,@vev1963m-words#@vev1963m#566.816#566.982
1229,общались,общаться,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,1221,conj,_,@vev1963m-words#@vev1963m#566.982#567.148
1230,?,?,PUNCT,_,_,1238,punct,_,@vev1963m-words#@vev1963m#567.148#567.318
1231,а,а,CCONJ,_,_,1238,cc,_,@vev1963m-words#@vev1963m#601.965#602.174
1232,в...,в…,X,_,_,1238,nsubj,_,@vev1963m-words#@vev1963m#602.174#602.383
1233,во,в,ADP,_,_,1236,case,_,@vev1963m-words#@vev1963m#602.383#602.592
1234,ВГИКе,ВГИК,PROPN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,1238,obl,_,@vev1963m-words#@vev1963m#602.592#602.801
1235,тоже,тоже,PART,_,_,1238,advmod,_,@vev1963m-words#@vev1963m#602.801#603.01
1236,нужно,нужный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,1231,conj,_,@vev1963m-words#@vev1963m#603.01#603.219
1237,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1238,cop,_,@vev1963m-words#@vev1963m#603.219#603.428
1238,тайно,тайно,ADV,_,Degree=Pos,1238,advmod,_,@vev1963m-words#@vev1963m#603.428#603.637
1239,фильмы,фильм,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur,1238,nsubj,_,@vev1963m-words#@vev1963m#603.637#603.846
1240,смотреть,смотреть,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,1252,nmod,_,@vev1963m-words#@vev1963m#603.846#604.055
1241,эти,этот,DET,_,Case=Acc|Number=Plur,1248,det,_,@vev1963m-words#@vev1963m#604.055#604.264
1242,/,/,PUNCT,_,_,1245,punct,_,@vev1963m-words#@vev1963m#604.264#604.473
1243,да,да,PART,_,_,1248,parataxis,_,@vev1963m-words#@vev1963m#604.473#604.682
1244,?,?,PUNCT,_,_,1245,punct,_,@vev1963m-words#@vev1963m#604.682#604.897
1245,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,1248,nsubj,_,@vev1963m-words#@vev1963m#623.829#624.1
1246,что,что,DET,_,_,1252,nsubj,_,@vev1963m-words#@vev1963m#624.1#624.371
1247,/,/,PUNCT,_,_,1250,punct,_,@vev1963m-words#@vev1963m#624.371#624.642
1248,необязательный,необязательный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,1248,amod,_,@vev1963m-words#@vev1963m#624.642#624.913
1249,был,быть,AUX,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1252,cop,_,@vev1963m-words#@vev1963m#624.913#625.184
1250,предмет,предмет,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,1238,parataxis,_,@vev1963m-words#@vev1963m#625.184#625.455
1251,?,?,PUNCT,_,_,1252,punct,_,@vev1963m-words#@vev1963m#625.455#625.727
1252,а,а,CCONJ,_,_,1257,cc,_,@vev1963m-words#@vev1963m#632.531#632.732
1253,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,1257,nsubj,_,@vev1963m-words#@vev1963m#632.732#632.933
1254,ж,же,PART,_,_,1255,advmod,_,@vev1963m-words#@vev1963m#632.933#633.134
1255,жила,жить,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,1252,conj,_,@vev1963m-words#@vev1963m#633.134#633.335
1256,недалеко,недалеко,ADV,_,Degree=Pos,1257,advmod,_,@vev1963m-words#@vev1963m#633.335#633.536
1257,?,?,PUNCT,_,_,1258,punct,_,@vev1963m-words#@vev1963m#633.536#633.737
1258,на,на,ADP,_,_,1261,case,_,@vev1963m-words#@vev1963m#633.737#633.938
1259,Бабушкинской,Бабушкинская,PROPN,_,_,1258,obl,_,@vev1963m-words#@vev1963m#633.938#634.139
1260,/,/,PUNCT,_,_,1263,punct,_,@vev1963m-words#@vev1963m#634.139#634.34
1261,доехать,доехать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,1261,parataxis,_,@vev1963m-words#@vev1963m#634.34#634.541
1262,/,/,PUNCT,_,_,1263,punct,_,@vev1963m-words#@vev1963m#634.541#634.742
1263,рядом,рядом,ADV,_,Degree=Pos,1277,advmod,_,@vev1963m-words#@vev1963m#634.742#634.943
1264,/,/,PUNCT,_,_,1267,punct,_,@vev1963m-words#@vev1963m#634.943#635.144
1265,да,да,PART,_,_,1270,parataxis,_,@vev1963m-words#@vev1963m#635.144#635.345
1266,?,?,PUNCT,_,_,1267,punct,_,@vev1963m-words#@vev1963m#635.345#635.555
1267,Ботанический,ботанический,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,1270,amod,_,@vev1963m-words#@vev1963m#637.477#637.738
1268,сад,сад,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,1277,obj,_,@vev1963m-words#@vev1963m#637.738#638.0
1269,рядом,рядом,ADV,_,Degree=Pos,1270,advmod,_,@vev1963m-words#@vev1963m#643.007#643.171
1270,с,с,ADP,_,_,1273,case,_,@vev1963m-words#@vev1963m#643.171#643.335
1271,домом,дом,NOUN,_,Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing,1271,obl,_,@vev1963m-words#@vev1963m#643.335#643.5
1272,и,и,CCONJ,_,_,1275,cc,_,@vev1963m-words#@vev1963m#664.761#664.815
1273,что,что,vy,_,Case=Acc,1270,conj,_,@vev1963m-words#@vev1963m#664.815#664.869
1274,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,1277,nsubj,_,@vev1963m-words#@vev1963m#664.869#664.923
1275,говоришь,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,1258,conj,_,@vev1963m-words#@vev1963m#664.923#664.977
1276,?,?,PUNCT,_,_,1231,punct,_,@vev1963m-words#@vev1963m#664.977#665.035
